,pos,sentence_idx,word,tag
27399,NC,1134,accord,_
27400,VPP,1134,nÃ©gociÃ©,_
27401,P,1134,de,_
27402,NC,1134,retrait,_
27403,PONCT,1134,.,_
27404,DELIM,1134,Â§,_
27405,DET,1135,Les,_
27406,NC,1135,termes,_
27407,P,1135,de,_
27408,NC,1135,retrait,_
27409,ADV,1135,ne,_
27410,V,1135,sont,_
27411,ADV,1135,pas,_
27412,VPP,1135,nÃ©gocieÃ©es,P
27413,P,1135,pour,_
27414,DET,1135,l',_
27415,NC,1135,instant,_
27416,PONCT,1135,;,P
27417,P,1135,pour,_
27418,DET,1135,le,_
27419,NC,1135,moment,_
27420,PONCT,1135,",",_
27421,DET,1135,le,_
27422,NPP,1135,Royaume,_
27423,PONCT,1135,-,_
27424,NC,1135,uni,_
27425,V,1135,reste,_
27426,ADV,1135,encore,_
27427,DET,1135,un,_
27428,NC,1135,membre,_
27429,P,1135,de,_
27430,DET,1135,l',_
27431,NC,1135,Union,_
27432,ADJ,1135,europÃ©enne,_
27433,PONCT,1135,.,_
27434,DELIM,1135,Â§,_
27435,DET,1136,Le,_
27436,NPP,1136,Royaume,_
27437,PONCT,1136,-,_
27438,NC,1136,uni,_
27439,CLR,1136,s',_
27440,V,1136,est,_
27441,VPP,1136,joint,_
27442,P,1136,Ã ,_
27443,DET,1136,la,_
27444,NPP,1136,CommunautÃ©,_
27445,NPP,1136,Ã‰conomique,_
27446,NPP,1136,EuropÃ©enne,_
27447,PONCT,1136,(,_
27448,NPP,1136,EEC,_
27449,PONCT,1136,),_
27450,PROREL,1136,qui,_
27451,V,1136,est,_
27452,ADV,1136,prÃ©cÃ©dÃ©dÃ©cesseur,_
27453,P,1136,de,P
27454,DET,1136,l',_
27455,NPP,1136,EU,_
27456,PONCT,1136,",",_
27457,P,1136,en,_
27458,NC,1136,1973,_
27459,PONCT,1136,",",_
27460,CC,1136,et,_
27461,V,1136,a,_
27462,VPP,1136,confirmÃ©,_
27463,DET,1136,leur,_
27464,NC,1136,adhÃ©sion,_
27465,P,1136,en,_
27466,DET,1136,un,_
27467,NC,1136,rÃ©fÃ©rendum,_
27468,P,1136,en,_
27469,NC,1136,1975,_
27470,P,1136,par,_
27471,NC,1136,67,_
27472,NC,1136,%,_
27473,P+D,1136,des,_
27474,NC,1136,voix,_
27475,VPP,1136,exprimÃ©es,_
27476,PONCT,1136,.,_
27477,DELIM,1136,Â§,_
27478,DET,1137,Des,_
27479,NC,1137,sondages,_
27480,P,1137,de,P
27481,DET,1137,l',_
27482,NC,1137,opinion,P
27483,ADJ,1137,historique,_
27484,NC,1137,1973-2015,_
27485,DELIM,1137,Â§,_
27486,V,1138,avait,_
27487,DET,1138,l',P
27488,NC,1138,intention,_
27489,P,1138,de,_
27490,VINF,1138,rÃ©vÃ©ler,_
27491,DET,1138,la,P
27492,NC,1138,majoritÃ©,_
27493,CC,1138,et,_
27494,DET,1138,l',_
27495,NC,1138,union,_
27496,ADJ,1138,commerciale,_
27497,PONCT,1138,.,_
27498,DELIM,1138,Â§,_
27499,P,1139,Depuis,_
27500,DET,1139,les,_
27501,NC,1139,annÃ©es,_
27502,NC,1139,1990,_
27503,PONCT,1139,",",_
27504,DET,1139,le,_
27505,NC,1139,retrait,_
27506,P,1139,de,_
27507,DET,1139,l',_
27508,NPP,1139,UE,_
27509,V,1139,Ã©tait,_
27510,VPP,1139,prÃ©conisÃ©,_
27511,ADV,1139,surtout,_
27512,P,1139,par,_
27513,DET,1139,quelques,_
27514,NC,1139,Conservateurs,_
27515,CC,1139,et,_
27516,P,1139,par,_
27517,DET,1139,le,_
27518,NC,1139,Parti,_
27519,P,1139,pour,_
27520,DET,1139,l',_
27521,NC,1139,indÃ©pendance,_
27522,P+D,1139,du,_
27523,NPP,1139,Royaume,_
27524,PONCT,1139,-,_
27525,VPP,1139,uni,_
27526,PONCT,1139,(,_
27527,NPP,1139,UKIP,_
27528,PONCT,1139,),_
27529,PROREL,1139,qui,_
27530,V,1139,Ã©tait,_
27531,ADV,1139,nouvellement,_
27532,VPP,1139,fondÃ©e,_
27533,PONCT,1139,.,_
27534,DELIM,1139,Â§,_
27535,ADJ,1140,RÃ©trospective,_
27536,P+D,1140,des,_
27537,NC,1140,Ã©vÃ©nements,_
27538,NPP,1140,Janvier,_
27539,NC,1140,2013,_
27540,PONCT,1140,:,_
27541,NPP,1140,David,_
27542,NPP,1140,Cameron,_
27543,PONCT,1140,",",_
27544,DET,1140,le,_
27545,ADJ,1140,Premier,_
27546,NC,1140,ministre,_
27547,PONCT,1140,",",_
27548,V,1140,a,_
27549,VPP,1140,promis,_
27550,PONCT,1140,",",_
27551,CLR,1140,s',_
27552,CLS,1140,il,_
27553,V,1140,est,_
27554,VPP,1140,rÃ©Ã©lu,_
27555,P,1140,dans,_
27556,DET,1140,l',_
27557,NC,1140,Ã©lection,_
27558,ADJ,1140,prÃ©sidentielle,_
27559,P,1140,en,_
27560,NC,1140,2015,_
27561,PONCT,1140,",",P
27562,DET,1140,un,_
27563,NC,1140,rÃ©fÃ©rendum,_
27564,P,1140,sur,_
27565,DET,1140,le,_
27566,NC,1140,retrait,_
27567,P+D,1140,du,_
27568,NPP,1140,Royaume,_
27569,PONCT,1140,-,_
27570,VPP,1140,uni,_
27571,P,1140,dans,_
27572,DET,1140,le,_
27573,NC,1140,cadre,_
27574,P,1140,de,_
27575,DET,1140,l',_
27576,NC,1140,Union,_
27577,ADJ,1140,europÃ©enne,_
27578,V,1140,sera,P
27579,VPP,1140,lancÃ©,_
27580,P,1140,avant,_
27581,DET,1140,la,_
27582,NC,1140,fin,_
27583,P,1140,de,_
27584,DET,1140,l',_
27585,NC,1140,annÃ©e,_
27586,ADJ,1140,2017,_
27587,PONCT,1140,.,_
27588,DELIM,1140,Â§,_
27589,NC,1141,Mai,_
27590,NC,1141,2013,_
27591,PONCT,1141,:,_
27592,DET,1141,le,_
27593,NPP,1141,Le,P
27594,NPP,1141,Parti,_
27595,ADJ,1141,conservative,_
27596,V,1141,a,_
27597,VPP,1141,publiÃ©,_
27598,DET,1141,une,_
27599,NC,1141,Ã©bauche,_
27600,P,1141,de,_
27601,NC,1141,projet,_
27602,P,1141,de,_
27603,DET,1141,l',_
27604,ADJ,1141,EU,_
27605,NC,1141,rÃ©fÃ©rendum,_
27606,CC,1141,et,_
27607,V,1141,a,_
27608,VPP,1141,esquissÃ©,_
27609,DET,1141,son,_
27610,NC,1141,plan,_
27611,P,1141,de,_
27612,NC,1141,renÃ©gociation,_
27613,CC,1141,et,_
27614,ADV,1141,ensuite,_
27615,DET,1141,une,_
27616,NC,1141,vote,_
27617,CLR,1141,s',_
27618,CLS,1141,ils,_
27619,V,1141,retournaient,_
27620,P+D,1141,au,_
27621,NC,1141,bureau,_
27622,P,1141,en,_
27623,NC,1141,2015,_
27624,PONCT,1141,.,_
27625,DELIM,1141,Â§,_
27626,DET,1142,Cette,_
27627,NC,1142,Ã©bauche,_
27628,P,1142,de,_
27629,NC,1142,projet,_
27630,V,1142,dÃ©clare,_
27631,CS,1142,qu',_
27632,CLS,1142,il,_
27633,V,1142,faut,_
27634,CS,1142,que,_
27635,DET,1142,le,_
27636,NC,1142,rÃ©fÃ©rendum,_
27637,ADJ,1142,ait,P
27638,NC,1142,lieu,_
27639,P+D,1142,au,_
27640,ADV,1142,plus,_
27641,ADV,1142,tard,_
27642,P+D,1142,du,P
27643,ADJ,1142,31,_
27644,NC,1142,dÃ©cembre,_
27645,NC,1142,2017,P
27646,PONCT,1142,.,_
27647,DELIM,1142,Â§,_
27648,P,1143,De,P
27649,NC,1143,janvier,_
27650,P,1143,Ã ,_
27651,NC,1143,mars,_
27652,ADJ,1143,2016,_
27653,PONCT,1143,:,_
27654,DET,1143,Le,_
27655,ADJ,1143,premier,_
27656,NC,1143,ministre,_
27657,NPP,1143,David,_
27658,NPP,1143,Cameron,_
27659,CC,1143,et,_
27660,DET,1143,son,_
27661,NC,1143,gouvernement,_
27662,V,1143,a,_
27663,VPP,1143,procÃ©dÃ©,_
27664,DET,1143,une,_
27665,NC,1143,sÃ©rie,_
27666,P,1143,de,_
27667,NC,1143,nÃ©gociations,_
27668,P,1143,avec,_
27669,DET,1143,l',_
27670,NC,1143,union,_
27671,ADJ,1143,europÃ©enne,P
27672,PONCT,1143,",",_
27673,P+D,1143,au,_
27674,NC,1143,sujet,_
27675,P+D,1143,des,_
27676,NC,1143,concessions,_
27677,P,1143,entre,_
27678,DET,1143,l',_
27679,NPP,1143,UE,_
27680,CC,1143,et,_
27681,DET,1143,le,_
27682,NPP,1143,Royaume,_
27683,PONCT,1143,-,_
27684,VPP,1143,uni,_
27685,PONCT,1143,.,_
27686,DELIM,1143,Â§,_
27687,P,1144,En,_
27688,NC,1144,Ã©change,_
27689,PONCT,1144,",",_
27690,P,1144,pour,_
27691,DET,1144,le,_
27692,NC,1144,moment,_
27693,PONCT,1144,",",_
27694,DET,1144,le,_
27695,NC,1144,gouvernement,_
27696,ADJ,1144,britannique,_
27697,V,1144,reste,_
27698,P,1144,dans,_
27699,DET,1144,le,_
27700,NC,1144,cadre,_
27701,P,1144,de,_
27702,DET,1144,l',_
27703,NPP,1144,UE,_
27704,DELIM,1144,Â§,_
27705,DET,1145,Le,_
27706,ADJ,1145,19,_
27707,NC,1145,fÃ©vrier,_
27708,NC,1145,2016,_
27709,PONCT,1145,:,_
27710,DET,1145,Le,_
27711,NC,1145,Conseil,_
27712,ADJ,1145,europÃ©en,_
27713,V,1145,a,_
27714,VPP,1145,adoptÃ©,_
27715,PONCT,1145,",",_
27716,P,1145,aprÃ¨s,_
27717,DET,1145,un,_
27718,NC,1145,dÃ©bat,_
27719,PONCT,1145,",",_
27720,DET,1145,un,_
27721,NC,1145,plan,_
27722,P,1145,de,_
27723,NC,1145,dÃ©cision,_
27724,PROREL,1145,qui,_
27725,V,1145,permet,_
27726,P+D,1145,au,_
27727,NPP,1145,Royaume,_
27728,PONCT,1145,-,_
27729,VPP,1145,uni,_
27730,P,1145,de,_
27731,VINF,1145,rester,_
27732,P,1145,comme,_
27733,DET,1145,un,_
27734,PONCT,1145,&quot;,_
27735,NC,1145,statue,_
27736,ADJ,1145,spÃ©ciale,_
27737,PONCT,1145,&quot;,_
27738,PONCT,1145,",",P
27739,P,1145,Ã ,_
27740,NC,1145,condition,_
27741,PROREL,1145,qu',_
27742,CLS,1145,il,_
27743,V,1145,reste,_
27744,P,1145,dans,_
27745,DET,1145,le,_
27746,NC,1145,cadre,_
27747,P,1145,de,_
27748,DET,1145,l',_
27749,NPP,1145,UE,_
27750,DELIM,1145,Â§,_
27751,DET,1146,Le,P
27752,ADJ,1146,21,_
27753,NC,1146,fÃ©vrier,_
27754,NC,1146,2016,P
27755,PONCT,1146,:,_
27756,NC,1146,0,_
27757,PONCT,1146,:,_
27758,NC,1146,0,_
27759,NPP,1146,Le,P
27760,NC,1146,maire,_
27761,P,1146,de,_
27762,NPP,1146,Londres,_
27763,PONCT,1146,",",_
27764,NPP,1146,Boris,_
27765,NPP,1146,Johnson,_
27766,PONCT,1146,",",_
27767,V,1146,a,_
27768,VPP,1146,pris,_
27769,VPP,1146,parti,_
27770,P,1146,en,_
27771,NC,1146,faveur,_
27772,P+D,1146,du,_
27773,NC,1146,retrait,_
27774,P+D,1146,du,_
27775,NPP,1146,Royaume,_
27776,PONCT,1146,-,_
27777,VPP,1146,uni,_
27778,P,1146,de,_
27779,DET,1146,l',_
27780,NC,1146,Union,_
27781,ADJ,1146,europÃ©enne,_
27782,PONCT,1146,.,_
27783,DELIM,1146,Â§,_
27784,DET,1147,Son,_
27785,NC,1147,expression,_
27786,V,1147,a,_
27787,VPP,1147,attirÃ©,_
27788,ADV,1147,bien,P
27789,P,1147,d',_
27790,NC,1147,attention,_
27791,PONCT,1147,.,_
27792,DELIM,1147,Â§,_
27793,DET,1148,Le,_
27794,ADJ,1148,5,_
27795,NC,1148,mars,_
27796,NC,1148,2016,_
27797,PONCT,1148,:,_
27798,DET,1148,Le,_
27799,NC,1148,directeur,_
27800,P,1148,de,_
27801,DET,1148,la,_
27802,NC,1148,Chambre,_
27803,P,1148,de,_
27804,NC,1148,commerce,_
27805,ADJ,1148,britannique,_
27806,PONCT,1148,",",_
27807,NPP,1148,John,_
27808,NPP,1148,Longworth,_
27809,PONCT,1148,",",_
27810,CLR,1148,s',_
27811,V,1148,est,_
27812,VPP,1148,prononcÃ©,P
27813,P,1148,en,_
27814,NC,1148,faveur,_
27815,P+D,1148,du,_
27816,NC,1148,retrait,_
27817,P+D,1148,du,_
27818,NPP,1148,Royaum,_
27819,PONCT,1148,-,_
27820,VPP,1148,uni,_
27821,P,1148,de,_
27822,DET,1148,l',_
27823,NC,1148,Union,_
27824,ADJ,1148,europÃ©enne,_
27825,PONCT,1148,.,_
27826,DELIM,1148,Â§,_
27827,VPR,1149,Ã‰tant,_
27828,VPP,1149,donnÃ©,_
27829,CS,1149,que,_
27830,DET,1149,cette,_
27831,NC,1149,action,_
27832,V,1149,a,_
27833,VPP,1149,causÃ©,_
27834,DET,1149,une,_
27835,NC,1149,division,_
27836,P,1149,parmi,_
27837,DET,1149,des,_
27838,NC,1149,membres,_
27839,P,1149,de,_
27840,DET,1149,la,_
27841,NPP,1149,Chambre,_
27842,PONCT,1149,",",_
27843,CLS,1149,il,_
27844,V,1149,a,_
27845,VPP,1149,Ã©tÃ©,_
27846,VPP,1149,suspendu,_
27847,P,1149,Ã ,_
27848,NC,1149,cause,_
27849,P,1149,de,_
27850,DET,1149,la,_
27851,NC,1149,violation,_
27852,P,1149,de,_
27853,NC,1149,neutralitÃ©,_
27854,PONCT,1149,.,_
27855,DELIM,1149,Â§,_
27856,DET,1150,Le,_
27857,ADJ,1150,23,_
27858,NC,1150,juin,_
27859,NC,1150,2016,_
27860,PONCT,1150,:,_
27861,DET,1150,Le,_
27862,NC,1150,rÃ©fÃ©rendum,_
27863,P,1150,sur,_
27864,DET,1150,le,_
27865,NC,1150,maintien,_
27866,P+D,1150,du,_
27867,NPP,1150,Royaume,_
27868,PONCT,1150,-,_
27869,VPP,1150,uni,_
27870,P,1150,dans,_
27871,DET,1150,l',_
27872,NC,1150,Union,_
27873,ADJ,1150,europÃ©enne,_
27874,V,1150,a,_
27875,VPP,1150,eu,_
27876,NC,1150,lieu,_
27877,PONCT,1150,.,_
27878,DELIM,1150,Â§,_
27879,NC,1151,Analyse,_
27880,NPP,1151,Pastiche,P
27881,NC,1151,1,P
27882,PONCT,1151,.,_
27883,DELIM,1151,Â§,_
27884,NC,1152,Introduction,_
27885,NPP,1152,Dans,P
27886,DET,1152,le,_
27887,NC,1152,domaine,_
27888,P,1152,de,_
27889,DET,1152,l',_
27890,NC,1152,analyse,_
27891,P+D,1152,du,_
27892,NC,1152,discours,_
27893,PONCT,1152,",",_
27894,CLS,1152,on,_
27895,ADV,1152,ne,P
27896,V,1152,peut,_
27897,VINF,1152,Ã©viter,P
27898,DET,1152,l',_
27899,NC,1152,analyse,_
27900,P+D,1152,du,_
27901,NC,1152,contour,_
27902,P+D,1152,du,P
27903,NC,1152,discours,_
27904,PONCT,1152,",",_
27905,CC,1152,soit,_
27906,DET,1152,le,_
27907,NC,1152,genre,_
27908,P+D,1152,du,_
27909,NC,1152,discours,_
27910,PONCT,1152,.,_
27911,DELIM,1152,Â§,_
27912,CLR,1153,s',P
27913,NPP,1153,e,P
27914,V,1153,concentre,_
27915,ADV,1153,souvent,_
27916,P,1153,Ã ,_
27917,DET,1153,l',_
27918,NC,1153,an,_
27919,VINF,1153,analyser,P
27920,DET,1153,le,_
27921,NC,1153,contenu,_
27922,P+D,1153,des,_
27923,NC,1153,textes,_
27924,PONCT,1153,",",_
27925,CC,1153,mais,_
27926,CLS,1153,il,P
27927,V,1153,importe,_
27928,ADV,1153,Ã©galeme,_
27929,P,1153,de,P
27930,ADJ,1153,tel,P
27931,CS,1153,que,_
27932,DET,1153,la,_
27933,NC,1153,syntaxe,_
27934,DET,1153,la,_
27935,NC,1153,lexicon,_
27936,CS,1153,que,P
27937,PONCT,1153,",",_
27938,CC,1153,et,P
27939,CC,1153,et,P
27940,PONCT,1153,",",P
27941,ADV,1153,etc,P
27942,PONCT,1153,.,_
27943,DELIM,1153,Â§,_
27944,PONCT,1154,",",P
27945,PONCT,1154,",",P
27946,DELIM,1154,Â§,_
27947,PONCT,1155,',_
27948,V,1155,Ã©tait,_
27949,VPP,1155,concentrÃ©,_
27950,ADV,1155,souvent,_
27951,P,1155,Ã ,_
27952,PONCT,1155,",",P
27953,P+D,1155,au,P
27954,NC,1155,lieu,_
27955,P,1155,de,_
27956,DET,1155,l',_
27957,NC,1155,analyse,_
27958,DET,1155,le,_
27959,NC,1155,contour,_
27960,P+D,1155,du,_
27961,NC,1155,discours,_
27962,PONCT,1155,",",_
27963,CC,1155,soit,_
27964,CLO,1155,le,_
27965,DELIM,1155,Â§,_
27966,P,1156,En,P
27967,NC,1156,revanche,_
27968,PONCT,1156,",",_
27969,PONCT,1156,&quot;,P
27970,CLS,1156,on,_
27971,PONCT,1156,&quot;,_
27972,CLR,1156,s',P
27973,V,1156,accorde,_
27974,ADV,1156,aujourd'hui,_
27975,P,1156,Ã ,_
27976,VINF,1156,penser,_
27977,CS,1156,que,_
27978,DET,1156,la,_
27979,NC,1156,notion,_
27980,P,1156,de,_
27981,NC,1156,genre,_
27982,V,1156,joue,_
27983,DET,1156,un,_
27984,NC,1156,rÃ´le,_
27985,ADJ,1156,central,_
27986,P,1156,dans,_
27987,DET,1156,une,_
27988,NC,1156,analyse,_
27989,P+D,1156,du,_
27990,NC,1156,discours,_
27991,PONCT,1156,(,P
27992,NPP,1156,aingueneau,_
27993,PONCT,1156,",",_
27994,NC,1156,2004,_
27995,PONCT,1156,),_
27996,NC,1156,D,_
27997,DELIM,1156,Â§,_
27998,NC,1157,M,_
27999,DELIM,1157,Â§,_
28000,CS,1158,Quand,_
28001,CLS,1158,on,_
28002,V,1158,aborde,_
28003,DET,1158,l',_
28004,NC,1158,analyse,_
28005,P+D,1158,du,_
28006,NC,1158,discours,_
28007,V,1158,analyse,P
28008,DET,1158,des,_
28009,NC,1158,genres,_
28010,P+D,1158,du,_
28011,NC,1158,discours,_
28012,PONCT,1158,",",_
28013,CLS,1158,il,_
28014,CLR,1158,s',_
28015,V,1158,agit,_
28016,P,1158,de,P
28017,NC,1158,types,_
28018,P,1158,de,_
28019,NC,1158,discours,_
28020,PONCT,1158,",",_
28021,ADV,1158,aussi,P
28022,VPP,1158,attachÃ©s,_
28023,P,1158,Ã ,_
28024,DET,1158,des,_
28025,PRO,1158,certains,_
28026,NC,1158,parties,P
28027,NPP,1158,ed,P
28028,PONCT,1158,',_
28029,NC,1158,activitÃ©,_
28030,ADJ,1158,sociale,_
28031,PONCT,1158,.,P
28032,DELIM,1158,Â§,_
28033,NPP,1159,ss,P
28034,PONCT,1159,",",P
28035,ADJ,1159,telle,_
28036,PROREL,1159,que,_
28037,NC,1159,discours,_
28038,ADJ,1159,administratif,_
28039,PONCT,1159,",",_
28040,ADJ,1159,publicitaire,_
28041,NC,1159,parole,P
28042,ADJ,1159,ves,P
28043,ADJ,1159,publi,P
28044,NC,1159,paroles,P
28045,NC,1159,discos,P
28046,ADJ,1159,publicitaire,_
28047,PONCT,1159,",",_
28048,NC,1159,textes,P
28049,ADJ,1159,acadÃ©miques,_
28050,PONCT,1159,",",_
28051,ADV,1159,etc,P
28052,PONCT,1159,.,_
28053,DELIM,1159,Â§,_
28054,DET,1160,Les,P
28055,NC,1160,types,_
28056,P,1160,de,_
28057,NC,1160,discours,_
28058,V,1160,contiennent,_
28059,ADV,1160,beaucoup,P
28060,P,1160,de,_
28061,PROREL,1160,qui,P
28062,V,1160,sont,_
28063,VPP,1160,dÃ©finis,_
28064,P,1160,par,P
28065,DET,1160,plusieurs,_
28066,NC,1160,critÃ¨res,_
28067,PROREL,1160,dont,P
28068,DET,1160,l',P
28069,NC,1160,auteur,_
28070,P+D,1160,du,_
28071,NC,1160,texte,_
28072,PONCT,1160,",",_
28073,DET,1160,l',P
28074,NC,1160,environnement,_
28075,ADJ,1160,social,_
28076,P+D,1160,du,_
28077,NC,1160,discours,_
28078,PONCT,1160,",",_
28079,DELIM,1160,Â§,_
28080,DET,1161,deux,_
28081,NC,1161,notions,_
28082,PONCT,1161,:,_
28083,CC,1161,et,_
28084,NC,1161,genre,_
28085,ADJ,1161,discursif,_
28086,VPP,1161,attachÃ©s,P
28087,P,1161,Ã ,_
28088,DET,1161,l',_
28089,NC,1161,activitÃ©,_
28090,ADJ,1161,sociales,_
28091,PONCT,1161,",",P
28092,ADJ,1161,telle,_
28093,PROREL,1161,que,_
28094,NC,1161,discours,_
28095,ADJ,1161,administratif,_
28096,PONCT,1161,",",_
28097,NC,1161,pubilicitaire,_
28098,PONCT,1161,",",_
28099,ADV,1161,etc,_
28100,PONCT,1161,.,_
28101,DELIM,1161,Â§,_
28102,CC,1162,et,_
28103,PONCT,1162,.,P
28104,DELIM,1162,Â§,_
28105,PONCT,1163,;,_
28106,CC,1163,et,_
28107,NC,1163,genre,P
28108,ADJ,1163,discursif,_
28109,PROREL,1163,qui,_
28110,V,1163,est,P
28111,P,1163,en,_
28112,NC,1163,rapport,_
28113,P,1163,Ã ,_
28114,DET,1163,la,_
28115,NC,1163,dÃ©finition,_
28116,P,1163,en,_
28117,NC,1163,litÃ©rature,_
28118,NPP,1163,t,P
28119,PONCT,1163,",",P
28120,ADJ,1163,telle,_
28121,PROREL,1163,que,_
28122,ADJ,1163,roman,_
28123,PONCT,1163,",",_
28124,NC,1163,rÃ©cit,_
28125,PONCT,1163,",",_
28126,NC,1163,dissertation,P
28127,ADJ,1163,scientifique,_
28128,PONCT,1163,",",_
28129,NC,1163,journal,P
28130,ADJ,1163,intime,_
28131,PONCT,1163,",",_
28132,DELIM,1163,Â§,_
28133,NC,1164,Types,P
28134,CC,1164,et,_
28135,NC,1164,genres,_
28136,P,1164,de,_
28137,NC,1164,discours,_
28138,V,1164,sont,_
28139,VPP,1164,pris,_
28140,P,1164,dans,_
28141,DET,1164,une,_
28142,NC,1164,relation,_
28143,P,1164,de,_
28144,NC,1164,rÃ©ciprocitÃ©,_
28145,PONCT,1164,:,_
28146,DET,1164,tout,_
28147,NC,1164,type,_
28148,V,1164,est,_
28149,DET,1164,un,_
28150,NC,1164,groupement,_
28151,P,1164,de,_
28152,NC,1164,genres,_
28153,PONCT,1164,",",_
28154,DET,1164,tout,_
28155,NC,1164,genre,_
28156,ADV,1164,n',_
28157,V,1164,est,_
28158,ADJ,1164,tel,_
28159,CS,1164,que,_
28160,P,1164,d',_
28161,VINF,1164,appartenir,_
28162,P,1164,Ã ,_
28163,DET,1164,un,_
28164,NC,1164,type,_
28165,PONCT,1164,.,_
28166,DELIM,1164,Â§,_
28167,NC,1165,thÃ©Ã¢tre,P
28168,PONCT,1165,",",_
28169,NC,1165,conte,P
28170,PONCT,1165,",",_
28171,ADV,1165,etc,_
28172,ADV,1165,c,P
28173,PONCT,1165,.,_
28174,DELIM,1165,Â§,_
28175,PONCT,1166,&quot;,P
28176,PONCT,1166,&quot;,P
28177,PONCT,1166,&quot;,P
28178,PONCT,1166,(,P
28179,DELIM,1166,Â§,_
28180,CC,1167,Mais,_
28181,CLS,1167,Mais,P
28182,CLO,1167,y,_
28183,V,1167,a,_
28184,ADV,1167,encore,_
28185,DET,1167,d',_
28186,ADJ,1167,autres,_
28187,NC,1167,critÃ¨res,_
28188,PONCT,1167,",",_
28189,ADJ,1167,telles,_
28190,CS,1167,que,_
28191,DET,1167,l',_
28192,NC,1167,auteur,_
28193,PONCT,1167,",",_
28194,PONCT,1167,",",_
28195,PROREL,1167,",",P
28196,V,1167,vont,_
28197,VINF,1167,dÃ©finir,_
28198,DET,1167,du,_
28199,NC,1167,texte,_
28200,P,1167,en,_
28201,NC,1167,littÃ©rature,_
28202,ADJ,1167,littÃ©rature,P
28203,NC,1167,narrative,P
28204,ADJ,1167,ale,P
28205,NC,1167,Ã©pistolaire,P
28206,ADJ,1167,genre,P
28207,NC,1167,f,P
28208,ADV,1167,uxss,P
28209,PONCT,1167,etc,P
28210,DELIM,1167,Â§,_
28211,DET,1168,La,_
28212,ADJ,1168,La,P
28213,NC,1168,e,P
28214,P,1168,de,_
28215,NC,1168,rÃ©Ã©criture,_
28216,V,1168,occupe,_
28217,DET,1168,occupe,P
28218,NC,1168,partie,_
28219,ADJ,1168,importante,_
28220,P,1168,en,_
28221,ADV,1168,tant,_
28222,CS,1168,que,_
28223,NC,1168,position,_
28224,DET,1168,position,P
28225,NC,1168,une,P
28226,P,1168,de,_
28227,DET,1168,la,_
28228,PONCT,1168,',_
28229,NC,1168,,P
28230,P+D,1168,du,_
28231,NC,1168,discours,_
28232,PONCT,1168,.,_
28233,DELIM,1168,Â§,_
28234,PONCT,1169,&quot;,_
28235,DELIM,1169,Â§,_
28236,NC,1170,ActivitÃ©,P
28237,VPP,1170,marquÃ©e,_
28238,P,1170,par,_
28239,DET,1170,la,_
28240,NC,1170,transformation,_
28241,P,1170,d',_
28242,DET,1170,un,_
28243,NC,1170,objet,_
28244,PONCT,1170,-,_
28245,NC,1170,source,_
28246,NPP,1170,A,_
28247,P,1170,en,_
28248,NC,1170,objet,_
28249,PONCT,1170,-,_
28250,NC,1170,cible,_
28251,NPP,1170,B,_
28252,PONCT,1170,;,_
28253,DET,1170,le,_
28254,NC,1170,mouvement,_
28255,P,1170,d',_
28256,DET,1170,un,_
28257,NC,1170,discours,_
28258,P,1170,vers,_
28259,DET,1170,un,_
28260,ADJ,1170,autre,_
28261,PONCT,1170,",",_
28262,DET,1170,la,_
28263,NC,1170,production,_
28264,P,1170,de,_
28265,DET,1170,l',_
28266,ADJ,1170,autre,_
28267,P,1170,Ã ,_
28268,VINF,1170,partir,_
28269,P,1170,de,_
28270,DET,1170,l',_
28271,PRO,1170,un,_
28272,PONCT,1170,",",_
28273,P,1170,sous,_
28274,DET,1170,le,_
28275,NC,1170,sceau,_
28276,P,1170,d',_
28277,DET,1170,une,_
28278,PONCT,1170,&quot;,_
28279,NC,1170,Ã©quivalence,_
28280,PONCT,1170,&quot;,_
28281,PONCT,1170,.,_
28282,DELIM,1170,Â§,_
28283,DET,1171,La,_
28284,NC,1171,reformulation,_
28285,V,1171,altÃ¨re,_
28286,DET,1171,le,_
28287,NC,1171,discours,_
28288,PONCT,1171,(,_
28289,DET,1171,le,_
28290,NC,1171,dit,_
28291,ADV,1171,autrement,_
28292,PONCT,1171,),_
28293,PONCT,1171,(,_
28294,NPP,1171,Peytard,_
28295,NC,1171,1994,_
28296,PONCT,1171,),_
28297,PONCT,1171,(,P
28298,NPP,1171,Peytard,_
28299,NC,1171,1994,_
28300,PONCT,1171,),_
28301,P,1171,Pendant,P
28302,DET,1171,la,_
28303,NC,1171,rÃ©Ã©criture,_
28304,CC,1171,ou,_
28305,DET,1171,la,_
28306,NC,1171,reformulation,_
28307,PONCT,1171,",",_
28308,CLS,1171,on,_
28309,V,1171,est,_
28310,VPP,1171,obligÃ©,_
28311,P,1171,de,_
28312,VINF,1171,respecter,_
28313,DET,1171,la,_
28314,NC,1171,forme,_
28315,P+D,1171,du,P
28316,NC,1171,texte,_
28317,P+D,1171,du,P
28318,NC,1171,genre,_
28319,PONCT,1171,-,_
28320,NC,1171,source,_
28321,PONCT,1171,",",P
28322,CC,1171,et,P
28323,DET,1171,le,_
28324,NC,1171,rÃ©feformuler,_
28325,P,1171,en,_
28326,NC,1171,genre,_
28327,PONCT,1171,-,_
28328,NC,1171,cible,_
28329,PONCT,1171,.,_
28330,DELIM,1171,Â§,_
28331,PONCT,1172,",",P
28332,CC,1172,soit,_
